Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20231205T103411,S2_L2A_SR_20231205T103411_20231205T103413_QA60_run20231206,2023-12-05,2023-12-05,11,2023-12-06,https://github.com/swisstopo/topo-satromo/commit/a35faad3595ba3e065628bead9135a2cec0fdc27,0.0.0
