Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20230816T100559,S2_L2A_SR_20230816T100559_20230816T100802_T32TPT_10M_run20230817,2023-08-16,2023-08-16,3,2023-08-17,https://github.com/swisstopo/topo-satromo/commit/6fc24db33240d91d25b6d42b37e742d5ac02d469,0.0.0
