Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20231212T102421,S2_L2A_SR_20231212T102421_20231212T102423_QA60_run20231213,2023-12-12,2023-12-12,14,2023-12-13,https://github.com/swisstopo/topo-satromo/commit/1342e7c6a6988a14befb5feaccc47a25e2bf5a48,0.0.0
