Product,Item,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
NDVI-MAX,Sentinel_NDVI-MAX_SR_CloudFree_crop20230718-20230807_run20230814,2023-07-18,2023-08-07,5,2023-08-14,https://github.com/swisstopo/topo-satromo/commit/3b6c1112a4b45be6d8bf459f080019b673a1b4a3,0.0.0
