Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20230816T100559,S2_L2A_SR_20230816T100559_20230816T100802_T32TNR_QA60_run20230817,2023-08-16,2023-08-16,5,2023-08-17,https://github.com/swisstopo/topo-satromo/commit/8c616a4d2dd4301a1992e3d5686917b39911fc06,0.0.0
