Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20240124T103321,S2_L2A_SR_20240124T103321_20240124T103322_10M_run20240125,2024-01-24,2024-01-24,12,2024-01-25,https://github.com/swisstopo/topo-satromo/commit/f38156098415641c98e7b5ed43a3db9d71b58c80,0.0.0
