Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20230807T102601,S2_L2A_SR_20230807T102601_20230807T102628_T32TLS_10M_run20230816,2023-08-07,2023-08-07,1,2023-08-16,https://github.com/swisstopo/topo-satromo/commit/e8aef8fe548d0f97ca5f6068ece209c49874eb5f,0.0.0
