Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20231203T104319,S2_L2A_SR_20231203T104319_20231203T104321_10M_run20231204,2023-12-03,2023-12-03,4,2023-12-04,https://github.com/swisstopo/topo-satromo/commit/21ccb50d917fb6824e7bad57987519c723ab7c82,0.0.0
