Product,Item,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
NDVI-MAX,Sentinel_NDVI-MAX_SR_CloudFree_crop20230713-20230807_run20230808,2023-07-13,2023-08-07,6,2023-08-08,https://github.com/swisstopo/topo-satromo/commit/835ea32d5cfff6935c47ee62fa6a94e1ddba0a72,0.0.0
