Product,Item,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion,state,description,creation_timestamp_ms,update_timestamp_ms,start_timestamp_ms,task_type,destination_uris,attempt,batch_eecu_usage_seconds,id,name
NDVI-MAX,Sentinel_NDVI-MAX_SR_CloudFree_crop20230603-20230628_run20230629,2023-06-03,2023-06-28,6,2023-06-29,https://github.com/swisstopo/topo-satromo/commit/78e73772655449b032a90e87dbc9bbfa9a1a21d7,0.0.0,COMPLETED,P:NDVI-MAX I:Sentinel_NDVI-MAX_SR_CloudFree_crop20230603-20230628_run20230629,1688051532083,1688051565526,1688051558459,EXPORT_IMAGE,['https://drive.google.com/'],1,0.26632609963417053,GOES66KUPPSD2XHZWNNJJQTA,projects/earthengine-legacy/operations/GOES66KUPPSD2XHZWNNJJQTA
