Product,Item,Asset,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
S2_LEVEL_2A,20230807T102601,S2_L2A_SR_20230807T102601_20230807T102628_T32TLS_QA60_run20230817,2023-08-07,2023-08-12,2,2023-08-17,https://github.com/swisstopo/topo-satromo/commit/686923b7294b17a40a44df19fd07eb29024b487f,0.0.0
