Product,Item,DateFirstScene,DateLastScene,NumberOfScenes,DateItemGeneration,ProcessorHashLink,ProcessorReleaseVersion
NDVI-MAX,Sentinel_NDVI-MAX_SR_CloudFree_crop20230713-20230807_run20230809,2023-07-13,2023-08-07,6,2023-08-09,https://github.com/swisstopo/topo-satromo/commit/4507459ce6221ea92901e9c0b91a15475ac0e1c6,0.0.0
